dateStr, participantId,clockwise,correct, rt, sessionNo, blockNo, trialNo, rotation, noise, triggerTime, responseStart, responseEnd
2022_Jan_07_2133, 1234, True, True, 0.2549739999958547, 1, 1, 1, 0, 0, NA, NA, NA
2022_Jan_07_2133, 1234, True, True, 0.33079359999101143, 1, 1, 2, 0, 0, NA, NA, NA
2022_Jan_07_2133, 1234, True, True, 0.2454316000075778, 1, 1, 3, 0, 0, NA, NA, NA
2022_Jan_07_2133, 1234, False, True, 0.17125949999899603, 1, 1, 4, 1, 0, NA, NA, NA
2022_Jan_07_2133, 1234, True, True, 0.12219480000203475, 1, 1, 5, 1, 0, NA, NA, NA
2022_Jan_07_2133, 1234, False, False, 0.251806399988709, 1, 2, 1, 0, 0, NA, NA, NA
2022_Jan_07_2133, 1234, True, True, 0.22706419999303762, 1, 2, 2, 0, 0, NA, NA, NA
2022_Jan_07_2133, 1234, True, True, 0.14865699999791104, 1, 2, 3, 0, 1, NA, NA, NA
2022_Jan_07_2133, 1234, False, True, 0.3253417000087211, 1, 2, 4, 0, 1, NA, NA, NA
2022_Jan_07_2133, 1234, False, True, 0.16560589999426156, 1, 2, 5, 0, 1, NA, NA, NA
